SeniorCitizen,tenure,MonthlyCharges,TotalCharges,avg_monthly_spend,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2yr,tenure_group_2-3yr,tenure_group_3-4yr,tenure_group_4-6yr,Actual_Churn,Churn_Probability,Predicted_Churn
0,34,20.35,673.2,19.234285714285715,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,0,0.03049329475899952,0
0,8,87.05,762.1,84.67777777777778,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,1,0.5719598419923002,1
0,47,106.4,5127.95,106.83229166666666,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,1,0.4576124511977439,0
0,72,24.05,1709.15,23.413013698630138,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,0,0.004341805607350708,0
0,52,25.05,1270.25,23.96698113207547,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,0,0.025262220033772546,0
0,3,19.85,64.55,16.1375,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,1,0.336411389387421,0
0,60,37.7,2288.7,37.51967213114754,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0.010016186711585188,0
0,3,96.6,291.9,72.975,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,1,0.870901614914491,1
0,19,86.0,1532.45,76.6225,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,1,0.4490467091986927,0
0,1,69.9,69.9,34.95,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0.9321631729281881,1
0,6,105.3,545.2,77.88571428571429,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,1,0.9167779241868622,1
0,49,59.6,2970.3,59.406000000000006,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0.06335314320680216,0
1,22,90.5,1910.6,83.0695652173913,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1,0.3103461740708629,0
0,42,19.05,761.85,17.717441860465115,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.09210550095560284,0
1,46,98.85,4564.9,97.12553191489361,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,0,0.7651092959755972,1
0,68,39.9,2796.35,40.5268115942029,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,0,0.03412828597606684,0
0,2,20.5,38.25,12.75,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,0,0.0863217271062803,0
0,0,20.25,1397.475,1397.475,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,0,3.83730636899623e-28,0
0,35,72.25,2568.55,71.34861111111111,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,1,0.18603590070120446,0
0,2,19.5,27.55,9.183333333333334,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.3728488864442531,0
0,68,62.65,4375.8,63.41739130434783,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0,0.0107603542206557,0
0,16,75.4,1189.4,69.96470588235294,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,0,0.7739248761878855,1
0,72,110.9,8240.85,112.88835616438357,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,0,0.12711243249963067,0
0,37,94.3,3460.95,91.07763157894736,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,0,0.3632629130769974,0
0,53,25.55,1336.1,24.74259259259259,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,0,0.02729429051021723,0
0,40,83.85,3532.25,86.15243902439025,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0.22565536688626525,0
0,46,94.15,4408.45,93.7968085106383,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,0,0.44757032148664794,0
0,3,100.95,329.95,82.4875,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,1,0.9070395528983589,1
0,1,75.3,75.3,37.65,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0.8344650547371488,1
0,7,19.25,112.3,14.0375,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,1,0.3692703528568863,0
0,6,30.5,208.7,29.814285714285713,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1,0.4747086050518259,0
0,46,89.15,4245.55,90.3308510638298,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,0,0.43499912140404345,0
0,54,70.15,3715.65,67.55727272727273,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,1,0.19805525667063079,0
1,15,79.4,1156.1,72.25625,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,1,0.725134963135037,1
0,3,85.3,264.8,66.2,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,1,0.9100544086082372,1
0,70,20.05,1360.25,19.158450704225352,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,0,0.0029331797727744713,0
0,39,100.55,3895.35,97.38374999999999,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,0,0.21707101688985403,0
0,2,20.0,38.0,12.666666666666666,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.44820071502648023,0
0,18,75.6,1395.05,73.42368421052632,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0.37511318047728837,0
1,72,25.1,1789.9,24.519178082191782,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,0,0.007373616449598557,0
0,47,55.3,2654.05,55.29270833333334,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,0.07569316140619962,0
0,22,19.9,400.3,17.40434782608696,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,0,0.08081595061277308,0
0,71,89.9,6457.15,89.68263888888889,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0.020609569463055612,0
0,8,74.85,572.45,63.60555555555556,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0.8179412788837817,1
0,71,19.9,1389.35,19.296527777777776,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,0,0.0009655315671466669,0
0,53,94.45,5042.75,93.38425925925925,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,0,0.239044599217217,0
1,37,72.25,2575.45,67.77499999999999,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0.18420331673394588,0
0,64,70.15,4480.7,68.93384615384615,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,0,0.08570183085183768,0
0,5,48.65,235.2,39.199999999999996,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.30168608525965923,0
0,60,104.7,6333.8,103.83278688524591,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,0,0.22080537006363485,0
0,2,50.3,92.75,30.916666666666668,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,0.6266442844873822,1
0,25,54.2,1423.15,54.736538461538466,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,0,0.21877387081319946,0
0,6,19.7,113.5,16.214285714285715,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.23155355391916624,0
0,60,110.6,6586.85,107.98114754098361,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,0,0.3384637871617563,0
0,30,100.2,2983.8,96.25161290322582,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,1,0.6039601112211654,1
0,67,49.35,3321.35,48.84338235294118,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,0,0.019242205731729366,0
0,53,24.05,1301.9,24.10925925925926,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,0,0.027070203966801418,0
0,10,55.2,528.35,48.03181818181818,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,0.1303860357244924,0
0,1,52.2,52.2,26.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0.5430210963448568,1
0,55,54.55,2978.3,53.183928571428574,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,1,0.17425556090553482,0
0,70,84.7,5991.05,84.38098591549296,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,0,0.019754282434452253,0
0,34,50.2,1815.3,51.86571428571428,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.017726811190593286,0
0,68,110.25,7279.35,105.49782608695652,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0.05359018890419085,0
0,59,109.15,6557.75,109.29583333333333,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,0,0.4192575658912412,0
0,9,74.85,708.2,70.82000000000001,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0.486171960127824,0
0,6,80.5,463.05,66.15,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,1,0.6867965853216614,1
0,50,103.95,5231.3,102.57450980392157,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True,0,0.7666513952922175,1
1,72,92.45,6440.25,88.22260273972603,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,0.006493608820095441,0
1,41,53.95,2215.4,52.74761904761905,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,0,0.5403281232432255,1
0,4,50.8,202.3,40.46,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,0.4066500603577843,0
0,47,40.3,1794.8,37.391666666666666,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,0.049299074148860464,0
0,62,94.95,5791.85,91.93412698412699,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,0,0.2517052704475587,0
0,18,20.45,357.0,18.789473684210527,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,0,0.09944726771239812,0
0,3,75.85,256.6,64.15,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0.8273751735224865,1
0,65,25.1,1725.0,26.136363636363637,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,0,0.008194903187512738,0
0,59,85.55,5084.65,84.74416666666666,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,1,0.2807047966938026,0
0,60,70.15,4224.7,69.25737704918032,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,0,0.03722070922861535,0
0,10,20.55,187.35,17.03181818181818,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0,0.22196342930406554,0
0,7,38.55,280.0,35.0,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,0.2483085650139445,0
0,28,91.0,2626.15,90.55689655172414,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0,0.267612299478746,0
1,29,79.3,2414.55,80.485,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0,0.5941425894702569,1
0,0,19.7,1397.475,1397.475,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,1.7385551420972196e-27,0
0,37,64.65,2347.85,61.78552631578947,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0,0.05077737160820145,0
0,45,24.65,1138.8,24.756521739130434,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,0,0.02312318034209594,0
0,61,79.8,4914.8,79.2709677419355,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True,0,0.2696547983333195,0
0,64,19.45,1208.6,18.59384615384615,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,0,0.005329634258780488,0
0,63,91.35,5764.7,90.0734375,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,0,0.2880557497090876,0
1,37,76.5,2868.15,75.47763157894737,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1,0.5040751537301814,1
1,72,24.3,1778.7,24.365753424657534,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,0,0.0020111583941137064,0
0,66,89.9,5958.85,88.93805970149255,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0.021674242082561787,0
0,1,95.65,95.65,47.825,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1,0.9156763176798018,1
0,9,79.75,769.1,76.91,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,0.662958587069953,1
0,1,25.35,25.35,12.675,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.6231371588256713,1
1,4,99.8,442.85,88.57000000000001,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,1,0.6621185984483287,1
1,38,74.95,2869.85,73.58589743589744,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,0.319406657080788,0
0,44,61.9,2924.05,64.97888888888889,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0,0.06444327827206077,0
0,22,54.7,1178.75,51.25,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,0,0.21285977285697438,0
0,53,106.95,5785.5,107.13888888888889,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,1,0.28488678724975686,0
1,23,90.45,2117.25,88.21875,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,0,0.5718629724264115,1
0,20,18.9,347.65,16.554761904761904,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,0,0.19302955924110382,0
0,51,24.75,1234.6,23.74230769230769,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0,0.04182959281503098,0
0,62,20.65,1218.45,19.340476190476192,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,0,0.005758460776974778,0
0,7,18.95,130.55,16.31875,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0,0.4596971025565684,0
0,17,83.55,1329.15,73.84166666666667,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,0,0.6867542151988326,1
0,41,70.2,2894.55,68.91785714285714,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,0,0.047935938573258716,0
0,7,94.05,633.45,79.18125,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,0,0.629112604760382,1
0,1,50.05,50.05,25.025,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0.85454833802826,1
0,64,58.35,3756.45,57.79153846153846,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0.01813357021342527,0
0,3,75.5,220.6,55.15,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0.8575362299525984,1
1,50,71.05,3444.85,67.54607843137255,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,0.35746614064809284,0
0,18,56.8,1074.65,56.56052631578948,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,0.15422993820100425,0
0,13,55.95,734.35,52.45357142857143,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,1,0.24053454037712252,0
0,69,80.65,5542.55,79.17928571428571,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,0,0.004288999563365141,0
0,1,79.15,79.15,39.575,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,0.9408660711183424,1
0,4,90.65,367.95,73.59,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0.723197406696674,1
0,1,53.5,53.5,26.75,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1,0.8500401353888742,1
0,25,53.65,1355.45,52.13269230769231,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0,0.13816278732677179,0
0,18,55.95,1082.8,56.98947368421052,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0,0.10470656178899668,0
0,48,23.55,1173.35,23.945918367346938,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,0,0.035221710178449564,0
0,26,20.65,595.5,22.055555555555557,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,0,0.09005402311721138,0
0,1,69.1,69.1,34.55,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0.9448980454376573,1
0,4,57.2,223.75,44.75,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,0,0.7800763180949574,1
0,1,20.3,20.3,10.15,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0.4210993570531849,0
0,11,74.35,834.2,69.51666666666667,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0.7746818996931645,1
0,4,61.45,229.55,45.910000000000004,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1,0.2894791739985392,0
1,8,19.65,164.3,18.255555555555556,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,1,0.2002598389527432,0
0,6,90.75,512.25,73.17857142857143,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,0.8384766873435104,1
0,72,92.0,6632.75,90.85958904109589,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,0,0.004986407764367531,0
0,27,52.85,1498.65,53.52321428571429,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,0.020113496169882786,0
1,1,71.0,71.0,35.5,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0.8453307081013889,1
0,17,20.15,353.65,19.647222222222222,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,0,0.06803793445660423,0
0,66,68.75,4447.55,66.3813432835821,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0.008596989669390051,0
0,53,19.5,1050.5,19.453703703703702,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,0,0.017553880958627595,0
0,44,84.8,3626.35,80.58555555555556,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,0,0.48831650157827977,0
0,52,20.85,1071.6,20.2188679245283,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,0,0.044672066844848674,0
1,70,90.05,6333.4,89.20281690140844,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0.02206182387504261,0
0,1,25.75,25.75,12.875,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0,0.6374943397141098,1
0,61,94.1,5638.3,90.94032258064516,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,1,0.36129991908885584,0
0,19,100.95,1875.55,93.7775,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,1,0.6088833236711868,1
0,11,20.6,233.9,19.491666666666667,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,0,0.07251466712058686,0
0,26,85.75,2146.5,79.5,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0,0.5341263124517492,1
0,60,19.85,1128.1,18.49344262295082,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,0,0.002820211752568603,0
0,1,84.85,84.85,42.425,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,1,0.9584718107257252,1
0,26,92.4,2349.8,87.02962962962964,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,0,0.7193122131253074,1
1,24,80.5,2088.45,83.538,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,0,0.44250825876356,0
0,22,100.05,2090.25,90.8804347826087,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,0,0.4808922799880039,0
